# Source: 2010 year from 2012 edition of IEA energy balances
# Composite regions (Other Africa, Other Latin America, Other Asia) downscaled to the countries on the basis of population
# Middle East nations rail energy re-set from 0 to values shown assuming 2 tonnes of fuel per km of rail per year
iso,FLOW,PRODUCT,value
rus,AVBUNK,Total of all energy sources,6238
rus,DOMESAIR,Total of all energy sources,5244
rus,ROAD,Total of all energy sources,47885
rus,RAIL,Total of all energy sources,5635
rus,DOMESNAV,Total of all energy sources,630
srb,AVBUNK,Total of all energy sources,44
srb,ROAD,Total of all energy sources,1876
srb,RAIL,Total of all energy sources,300
srb,DOMESNAV,Total of all energy sources,25
tjk,MARBUNK,Total of all energy sources,0
tjk,AVBUNK,Total of all energy sources,28
tjk,ROAD,Total of all energy sources,102
tjk,RAIL,Total of all energy sources,2
tjk,DOMESNAV,Total of all energy sources,0
tkm,MARBUNK,Total of all energy sources,0
tkm,AVBUNK,Total of all energy sources,331
tkm,ROAD,Total of all energy sources,833
tkm,RAIL,Total of all energy sources,20
tkm,DOMESNAV,Total of all energy sources,0
ukr,MARBUNK,Total of all energy sources,0
ukr,AVBUNK,Total of all energy sources,274
ukr,DOMESAIR,Total of all energy sources,2
ukr,ROAD,Total of all energy sources,7315
ukr,RAIL,Total of all energy sources,741
ukr,DOMESNAV,Total of all energy sources,80
uzb,MARBUNK,Total of all energy sources,0
uzb,AVBUNK,Total of all energy sources,0
uzb,DOMESAIR,Total of all energy sources,155
uzb,ROAD,Total of all energy sources,1645
uzb,RAIL,Total of all energy sources,74
uzb,DOMESNAV,Total of all energy sources,0
bdi,MARBUNK,Total of all energy sources,22.4
bdi,AVBUNK,Total of all energy sources,26
bdi,DOMESAIR,Total of all energy sources,21.3
bdi,ROAD,Total of all energy sources,156.9
bdi,RAIL,Total of all energy sources,0
bdi,DOMESNAV,Total of all energy sources,0
bfa,MARBUNK,Total of all energy sources,44
bfa,AVBUNK,Total of all energy sources,51.2
bfa,DOMESAIR,Total of all energy sources,41.8
bfa,ROAD,Total of all energy sources,308.2
bfa,RAIL,Total of all energy sources,0
bfa,DOMESNAV,Total of all energy sources,0
caf,MARBUNK,Total of all energy sources,11.8
caf,AVBUNK,Total of all energy sources,13.7
caf,DOMESAIR,Total of all energy sources,11.2
caf,ROAD,Total of all energy sources,82.4
caf,RAIL,Total of all energy sources,0
caf,DOMESNAV,Total of all energy sources,0
com,MARBUNK,Total of all energy sources,2
com,AVBUNK,Total of all energy sources,2.3
com,DOMESAIR,Total of all energy sources,1.9
com,ROAD,Total of all energy sources,13.7
com,RAIL,Total of all energy sources,0
com,DOMESNAV,Total of all energy sources,0
cpv,MARBUNK,Total of all energy sources,1.3
cpv,AVBUNK,Total of all energy sources,1.5
cpv,DOMESAIR,Total of all energy sources,1.3
cpv,ROAD,Total of all energy sources,9.3
cpv,RAIL,Total of all energy sources,0
cpv,DOMESNAV,Total of all energy sources,0
dji,MARBUNK,Total of all energy sources,2.4
dji,AVBUNK,Total of all energy sources,2.8
dji,DOMESAIR,Total of all energy sources,2.3
dji,ROAD,Total of all energy sources,16.6
dji,RAIL,Total of all energy sources,0
dji,DOMESNAV,Total of all energy sources,0
esh,MARBUNK,Total of all energy sources,1.4
esh,AVBUNK,Total of all energy sources,1.6
esh,DOMESAIR,Total of all energy sources,1.3
esh,ROAD,Total of all energy sources,9.9
esh,RAIL,Total of all energy sources,0
esh,DOMESNAV,Total of all energy sources,0
gin,MARBUNK,Total of all energy sources,26.7
gin,AVBUNK,Total of all energy sources,31
gin,DOMESAIR,Total of all energy sources,25.4
gin,ROAD,Total of all energy sources,186.8
gin,RAIL,Total of all energy sources,0
gin,DOMESNAV,Total of all energy sources,0
gmb,MARBUNK,Total of all energy sources,4.6
gmb,AVBUNK,Total of all energy sources,5.4
gmb,DOMESAIR,Total of all energy sources,4.4
gmb,ROAD,Total of all energy sources,32.3
gmb,RAIL,Total of all energy sources,0
gmb,DOMESNAV,Total of all energy sources,0
gnb,MARBUNK,Total of all energy sources,4.1
gnb,AVBUNK,Total of all energy sources,4.7
gnb,DOMESAIR,Total of all energy sources,3.8
gnb,ROAD,Total of all energy sources,28.4
gnb,RAIL,Total of all energy sources,0
gnb,DOMESNAV,Total of all energy sources,0
gnq,MARBUNK,Total of all energy sources,1.9
gnq,AVBUNK,Total of all energy sources,2.2
gnq,DOMESAIR,Total of all energy sources,1.8
gnq,ROAD,Total of all energy sources,13.1
gnq,RAIL,Total of all energy sources,0
gnq,DOMESNAV,Total of all energy sources,0
lbr,MARBUNK,Total of all energy sources,10.7
lbr,AVBUNK,Total of all energy sources,12.4
lbr,DOMESAIR,Total of all energy sources,10.1
lbr,ROAD,Total of all energy sources,74.7
lbr,RAIL,Total of all energy sources,0
lbr,DOMESNAV,Total of all energy sources,0
lso,MARBUNK,Total of all energy sources,5.8
lso,AVBUNK,Total of all energy sources,6.7
lso,DOMESAIR,Total of all energy sources,5.5
lso,ROAD,Total of all energy sources,40.6
lso,RAIL,Total of all energy sources,0
lso,DOMESNAV,Total of all energy sources,0
mdg,MARBUNK,Total of all energy sources,55.4
mdg,AVBUNK,Total of all energy sources,64.4
mdg,DOMESAIR,Total of all energy sources,52.6
mdg,ROAD,Total of all energy sources,387.6
mdg,RAIL,Total of all energy sources,0
mdg,DOMESNAV,Total of all energy sources,0
mli,MARBUNK,Total of all energy sources,41.1
mli,AVBUNK,Total of all energy sources,47.8
mli,DOMESAIR,Total of all energy sources,39.1
mli,ROAD,Total of all energy sources,287.6
mli,RAIL,Total of all energy sources,0
mli,DOMESNAV,Total of all energy sources,0
mrt,MARBUNK,Total of all energy sources,9.2
mrt,AVBUNK,Total of all energy sources,10.7
mrt,DOMESAIR,Total of all energy sources,8.8
mrt,ROAD,Total of all energy sources,64.7
mrt,RAIL,Total of all energy sources,0
mrt,DOMESNAV,Total of all energy sources,0
mus,MARBUNK,Total of all energy sources,3.5
mus,AVBUNK,Total of all energy sources,4
mus,DOMESAIR,Total of all energy sources,3.3
mus,ROAD,Total of all energy sources,24.3
mus,RAIL,Total of all energy sources,0
mus,DOMESNAV,Total of all energy sources,0
mwi,MARBUNK,Total of all energy sources,39.8
mwi,AVBUNK,Total of all energy sources,46.3
mwi,DOMESAIR,Total of all energy sources,37.9
mwi,ROAD,Total of all energy sources,278.8
mwi,RAIL,Total of all energy sources,0
mwi,DOMESNAV,Total of all energy sources,0
ner,MARBUNK,Total of all energy sources,41.5
ner,AVBUNK,Total of all energy sources,48.2
ner,DOMESAIR,Total of all energy sources,39.4
ner,ROAD,Total of all energy sources,290.3
ner,RAIL,Total of all energy sources,0
ner,DOMESNAV,Total of all energy sources,0
reu,MARBUNK,Total of all energy sources,2.3
reu,AVBUNK,Total of all energy sources,2.6
reu,DOMESAIR,Total of all energy sources,2.1
reu,ROAD,Total of all energy sources,15.8
reu,RAIL,Total of all energy sources,0
reu,DOMESNAV,Total of all energy sources,0
rwa,MARBUNK,Total of all energy sources,28.4
rwa,AVBUNK,Total of all energy sources,33
rwa,DOMESAIR,Total of all energy sources,27
rwa,ROAD,Total of all energy sources,198.8
rwa,RAIL,Total of all energy sources,0
rwa,DOMESNAV,Total of all energy sources,0
sle,MARBUNK,Total of all energy sources,15.7
sle,AVBUNK,Total of all energy sources,18.2
sle,DOMESAIR,Total of all energy sources,14.9
sle,ROAD,Total of all energy sources,109.8
sle,RAIL,Total of all energy sources,0
sle,DOMESNAV,Total of all energy sources,0
som,MARBUNK,Total of all energy sources,24.9
som,AVBUNK,Total of all energy sources,29
som,DOMESAIR,Total of all energy sources,23.7
som,ROAD,Total of all energy sources,174.6
som,RAIL,Total of all energy sources,0
som,DOMESNAV,Total of all energy sources,0
stp,MARBUNK,Total of all energy sources,0.4
stp,AVBUNK,Total of all energy sources,0.5
stp,DOMESAIR,Total of all energy sources,0.4
stp,ROAD,Total of all energy sources,3.1
stp,RAIL,Total of all energy sources,0
stp,DOMESNAV,Total of all energy sources,0
swz,MARBUNK,Total of all energy sources,3.2
swz,AVBUNK,Total of all energy sources,3.7
swz,DOMESAIR,Total of all energy sources,3
swz,ROAD,Total of all energy sources,22.2
swz,RAIL,Total of all energy sources,0
swz,DOMESNAV,Total of all energy sources,0
syc,MARBUNK,Total of all energy sources,0.2
syc,AVBUNK,Total of all energy sources,0.3
syc,DOMESAIR,Total of all energy sources,0.2
syc,ROAD,Total of all energy sources,1.6
syc,RAIL,Total of all energy sources,0
syc,DOMESNAV,Total of all energy sources,0
tcd,MARBUNK,Total of all energy sources,30
tcd,AVBUNK,Total of all energy sources,34.9
tcd,DOMESAIR,Total of all energy sources,28.5
tcd,ROAD,Total of all energy sources,210.1
tcd,RAIL,Total of all energy sources,0
tcd,DOMESNAV,Total of all energy sources,0
uga,MARBUNK,Total of all energy sources,89.4
uga,AVBUNK,Total of all energy sources,103.9
uga,DOMESAIR,Total of all energy sources,84.9
uga,ROAD,Total of all energy sources,625.5
uga,RAIL,Total of all energy sources,0
uga,DOMESNAV,Total of all energy sources,0
abw,MARBUNK,Total of all energy sources,8.7
abw,AVBUNK,Total of all energy sources,14.4
abw,DOMESAIR,Total of all energy sources,1.9
abw,ROAD,Total of all energy sources,44.4
abw,DOMESNAV,Total of all energy sources,0.3
atg,MARBUNK,Total of all energy sources,7.2
atg,AVBUNK,Total of all energy sources,11.9
atg,DOMESAIR,Total of all energy sources,1.6
atg,ROAD,Total of all energy sources,36.7
atg,DOMESNAV,Total of all energy sources,0.2
bhs,MARBUNK,Total of all energy sources,27.6
bhs,AVBUNK,Total of all energy sources,45.9
bhs,DOMESAIR,Total of all energy sources,6.1
bhs,ROAD,Total of all energy sources,141.7
bhs,DOMESNAV,Total of all energy sources,0.8
blz,MARBUNK,Total of all energy sources,25.1
blz,AVBUNK,Total of all energy sources,41.7
blz,DOMESAIR,Total of all energy sources,5.6
blz,ROAD,Total of all energy sources,128.8
blz,DOMESNAV,Total of all energy sources,0.7
bmu,MARBUNK,Total of all energy sources,5.2
bmu,AVBUNK,Total of all energy sources,8.7
bmu,DOMESAIR,Total of all energy sources,1.2
bmu,ROAD,Total of all energy sources,26.8
bmu,DOMESNAV,Total of all energy sources,0.2
brb,MARBUNK,Total of all energy sources,22
brb,AVBUNK,Total of all energy sources,36.6
brb,DOMESAIR,Total of all energy sources,4.9
brb,ROAD,Total of all energy sources,112.9
brb,DOMESNAV,Total of all energy sources,0.6
cym,MARBUNK,Total of all energy sources,4.5
cym,AVBUNK,Total of all energy sources,7.5
cym,DOMESAIR,Total of all energy sources,1
cym,ROAD,Total of all energy sources,23.2
cym,DOMESNAV,Total of all energy sources,0.1
dma,MARBUNK,Total of all energy sources,5.5
dma,AVBUNK,Total of all energy sources,9.1
dma,DOMESAIR,Total of all energy sources,1.2
dma,ROAD,Total of all energy sources,28
dma,DOMESNAV,Total of all energy sources,0.2
flk,MARBUNK,Total of all energy sources,0.2
flk,AVBUNK,Total of all energy sources,0.4
flk,DOMESAIR,Total of all energy sources,0.1
flk,ROAD,Total of all energy sources,1.2
flk,DOMESNAV,Total of all energy sources,0
glp,MARBUNK,Total of all energy sources,37.1
glp,AVBUNK,Total of all energy sources,61.7
glp,DOMESAIR,Total of all energy sources,8.3
glp,ROAD,Total of all energy sources,190.3
glp,DOMESNAV,Total of all energy sources,1.1
grd,MARBUNK,Total of all energy sources,8.4
grd,AVBUNK,Total of all energy sources,14
grd,DOMESAIR,Total of all energy sources,1.9
grd,ROAD,Total of all energy sources,43.2
grd,DOMESNAV,Total of all energy sources,0.2
guf,MARBUNK,Total of all energy sources,18.6
guf,AVBUNK,Total of all energy sources,30.9
guf,DOMESAIR,Total of all energy sources,4.1
guf,ROAD,Total of all energy sources,95.5
guf,DOMESNAV,Total of all energy sources,0.5
guy,MARBUNK,Total of all energy sources,60.8
guy,AVBUNK,Total of all energy sources,101
guy,DOMESAIR,Total of all energy sources,13.5
guy,ROAD,Total of all energy sources,311.7
guy,DOMESNAV,Total of all energy sources,1.8
kna,MARBUNK,Total of all energy sources,4.2
kna,AVBUNK,Total of all energy sources,7
kna,DOMESAIR,Total of all energy sources,0.9
kna,ROAD,Total of all energy sources,21.7
kna,DOMESNAV,Total of all energy sources,0.1
lca,MARBUNK,Total of all energy sources,14.1
lca,AVBUNK,Total of all energy sources,23.3
lca,DOMESAIR,Total of all energy sources,3.1
lca,ROAD,Total of all energy sources,72
lca,DOMESNAV,Total of all energy sources,0.4
msr,MARBUNK,Total of all energy sources,0.5
msr,AVBUNK,Total of all energy sources,0.8
msr,DOMESAIR,Total of all energy sources,0.1
msr,ROAD,Total of all energy sources,2.5
msr,DOMESNAV,Total of all energy sources,0
sur,MARBUNK,Total of all energy sources,42.3
sur,AVBUNK,Total of all energy sources,70.2
sur,DOMESAIR,Total of all energy sources,9.4
sur,ROAD,Total of all energy sources,216.8
sur,DOMESNAV,Total of all energy sources,1.2
tca,MARBUNK,Total of all energy sources,3.1
tca,AVBUNK,Total of all energy sources,5.1
tca,DOMESAIR,Total of all energy sources,0.7
tca,ROAD,Total of all energy sources,15.8
tca,DOMESNAV,Total of all energy sources,0.1
vct,MARBUNK,Total of all energy sources,8.8
vct,AVBUNK,Total of all energy sources,14.6
vct,DOMESAIR,Total of all energy sources,2
vct,ROAD,Total of all energy sources,45.2
vct,DOMESNAV,Total of all energy sources,0.3
vgb,MARBUNK,Total of all energy sources,1.9
vgb,AVBUNK,Total of all energy sources,3.1
vgb,DOMESAIR,Total of all energy sources,0.4
vgb,ROAD,Total of all energy sources,9.6
vgb,DOMESNAV,Total of all energy sources,0.1
afg,MARBUNK,Total of all energy sources,77.5
afg,AVBUNK,Total of all energy sources,157.4
afg,DOMESAIR,Total of all energy sources,140.3
afg,ROAD,Total of all energy sources,1460.8
afg,DOMESNAV,Total of all energy sources,54
btn,MARBUNK,Total of all energy sources,1.8
btn,AVBUNK,Total of all energy sources,3.6
btn,DOMESAIR,Total of all energy sources,3.2
btn,ROAD,Total of all energy sources,33.8
btn,DOMESNAV,Total of all energy sources,1.2
fji,MARBUNK,Total of all energy sources,2.1
fji,AVBUNK,Total of all energy sources,4.3
fji,DOMESAIR,Total of all energy sources,3.8
fji,ROAD,Total of all energy sources,40
fji,DOMESNAV,Total of all energy sources,1.5
kir,MARBUNK,Total of all energy sources,0.2
kir,AVBUNK,Total of all energy sources,0.5
kir,DOMESAIR,Total of all energy sources,0.4
kir,ROAD,Total of all energy sources,4.6
kir,DOMESNAV,Total of all energy sources,0.2
lao,MARBUNK,Total of all energy sources,15.3
lao,AVBUNK,Total of all energy sources,31.1
lao,DOMESAIR,Total of all energy sources,27.7
lao,ROAD,Total of all energy sources,288.4
lao,DOMESNAV,Total of all energy sources,10.7
mac,MARBUNK,Total of all energy sources,1.3
mac,AVBUNK,Total of all energy sources,2.7
mac,DOMESAIR,Total of all energy sources,2.4
mac,ROAD,Total of all energy sources,25.3
mac,DOMESNAV,Total of all energy sources,0.9
mdv,MARBUNK,Total of all energy sources,0.8
mdv,AVBUNK,Total of all energy sources,1.6
mdv,DOMESAIR,Total of all energy sources,1.4
mdv,ROAD,Total of all energy sources,14.7
mdv,DOMESNAV,Total of all energy sources,0.5
ncl,MARBUNK,Total of all energy sources,0.6
ncl,AVBUNK,Total of all energy sources,1.3
ncl,DOMESAIR,Total of all energy sources,1.1
ncl,ROAD,Total of all energy sources,11.7
ncl,DOMESNAV,Total of all energy sources,0.4
plw,MARBUNK,Total of all energy sources,0.1
plw,AVBUNK,Total of all energy sources,0.1
plw,DOMESAIR,Total of all energy sources,0.1
plw,ROAD,Total of all energy sources,1
plw,DOMESNAV,Total of all energy sources,0
png,MARBUNK,Total of all energy sources,16.9
png,AVBUNK,Total of all energy sources,34.4
png,DOMESAIR,Total of all energy sources,30.6
png,ROAD,Total of all energy sources,319
png,DOMESNAV,Total of all energy sources,11.8
slb,MARBUNK,Total of all energy sources,1.3
slb,AVBUNK,Total of all energy sources,2.7
slb,DOMESAIR,Total of all energy sources,2.4
slb,ROAD,Total of all energy sources,25
slb,DOMESNAV,Total of all energy sources,0.9
tls,MARBUNK,Total of all energy sources,2.8
tls,AVBUNK,Total of all energy sources,5.6
tls,DOMESAIR,Total of all energy sources,5
tls,ROAD,Total of all energy sources,52.3
tls,DOMESNAV,Total of all energy sources,1.9
ton,MARBUNK,Total of all energy sources,0.3
ton,AVBUNK,Total of all energy sources,0.5
ton,DOMESAIR,Total of all energy sources,0.5
ton,ROAD,Total of all energy sources,4.8
ton,DOMESNAV,Total of all energy sources,0.2
vut,MARBUNK,Total of all energy sources,0.6
vut,AVBUNK,Total of all energy sources,1.2
vut,DOMESAIR,Total of all energy sources,1.1
vut,ROAD,Total of all energy sources,11.1
vut,DOMESNAV,Total of all energy sources,0.4
wsm,MARBUNK,Total of all energy sources,0.5
wsm,AVBUNK,Total of all energy sources,0.9
wsm,DOMESAIR,Total of all energy sources,0.8
wsm,ROAD,Total of all energy sources,8.5
wsm,DOMESNAV,Total of all energy sources,0.3
